date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:02:48	60047/60047	---M--	200	added ('OK')	application/javascript	date:Wed,%2011%20May%202022%2018:08:03%20GMT	https://reactheme.com/products/html/echooling/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/Aryatech/reactheme.com/products/html/echooling/assets/js/bootstrap.min.js	(from https://reactheme.com/products/html/echooling/index.html)
19:02:49	44342/44342	---M--	200	added ('OK')	application/javascript	date:Fri,%2021%20Jan%202022%2007:40:28%20GMT	https://reactheme.com/products/html/echooling/assets/js/owl.carousel.min.js	C:/My%20Web%20Sites/Aryatech/reactheme.com/products/html/echooling/assets/js/owl.carousel.min.js	(from https://reactheme.com/products/html/echooling/index.html)
19:02:49	915812/915812	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Jan%202022%2007:40:28%20GMT	https://reactheme.com/products/html/echooling/assets/images/blog/2.jpg	C:/My%20Web%20Sites/Aryatech/reactheme.com/products/html/echooling/assets/images/blog/2.jpg	(from https://reactheme.com/products/html/echooling/index.html)
19:02:49	1074089/1074089	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Jan%202022%2007:40:28%20GMT	https://reactheme.com/products/html/echooling/assets/images/blog/1.jpg	C:/My%20Web%20Sites/Aryatech/reactheme.com/products/html/echooling/assets/images/blog/1.jpg	(from https://reactheme.com/products/html/echooling/index.html)
19:02:49	851135/851135	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Jan%202022%2007:40:28%20GMT	https://reactheme.com/products/html/echooling/assets/images/blog/3.jpg	C:/My%20Web%20Sites/Aryatech/reactheme.com/products/html/echooling/assets/images/blog/3.jpg	(from https://reactheme.com/products/html/echooling/index.html)
19:02:50	20216/20216	---M--	200	added ('OK')	application/javascript	date:Fri,%2021%20Jan%202022%2007:40:28%20GMT	https://reactheme.com/products/html/echooling/assets/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/Aryatech/reactheme.com/products/html/echooling/assets/js/jquery.magnific-popup.min.js	(from https://reactheme.com/products/html/echooling/index.html)
19:02:50	1067/1067	---M--	200	added ('OK')	application/javascript	date:Fri,%2021%20Jan%202022%2007:40:28%20GMT	https://reactheme.com/products/html/echooling/assets/js/jquery.counterup.min.js	C:/My%20Web%20Sites/Aryatech/reactheme.com/products/html/echooling/assets/js/jquery.counterup.min.js	(from https://reactheme.com/products/html/echooling/index.html)
19:02:50	9035/9035	---M--	200	added ('OK')	application/javascript	date:Fri,%2021%20Jan%202022%2007:40:28%20GMT	https://reactheme.com/products/html/echooling/assets/js/waypoints.min.js	C:/My%20Web%20Sites/Aryatech/reactheme.com/products/html/echooling/assets/js/waypoints.min.js	(from https://reactheme.com/products/html/echooling/index.html)
19:02:50	8426/8426	---M--	200	added ('OK')	application/javascript	date:Fri,%2021%20Jan%202022%2007:40:28%20GMT	https://reactheme.com/products/html/echooling/assets/js/wow.min.js	C:/My%20Web%20Sites/Aryatech/reactheme.com/products/html/echooling/assets/js/wow.min.js	(from https://reactheme.com/products/html/echooling/index.html)
19:02:51	6583/6583	---M--	200	added ('OK')	application/javascript	date:Fri,%2021%20Jan%202022%2007:40:28%20GMT	https://reactheme.com/products/html/echooling/assets/js/menus.js	C:/My%20Web%20Sites/Aryatech/reactheme.com/products/html/echooling/assets/js/menus.js	(from https://reactheme.com/products/html/echooling/index.html)
